name,latitude,longitude,address,review,savecount,visitorreviewscore,flow_pop
투썸플레이스 사당점,37.476202,126.9804648,서울 관악구 남부순환로 2082-33 성광빌딩,"1,266",300,4.27,1053
엔제리너스 대학동점,37.4703328,126.935823,서울 관악구 호암로26길 40,169,100,4.37,592
구슬케이크,37.4776238,126.9552811,서울 관악구 남부순환로230길 55 1층 102호,26,400,4.77,1187
앙뿌,37.4782592,126.9560033,서울 관악구 관악로14가길 6 1층,134,"6,000",,1323
우지커피,37.4851585,126.9299942,"서울 관악구 신림로 344 1층 139호, 140호 우지커피 신림점",275,~100,4.72,1469
투썸플레이스 신림로점,37.4834663,126.9299642,서울 관악구 신림로 328 1~3층,"1,753",200,4.36,3380
그로그로카페,37.4786033,126.9415414,서울 관악구 참숯1길 19 상가B동 102호,48,600,4.77,9597
마티스커피,37.482834,126.928983,서울 관악구 신림로59길 15-6 2층,"1,280","2,000",4.75,5171
아이캔리부트 서울대점,37.4798585,126.9479158,서울 관악구 청룡7길 33 1층 아이캔리부트 서울대점,210,400,4.76,2427
젠젠 서울대입구점,37.4781306,126.9537415,서울 관악구 관악로12길 23 1층,188,"2,000",4.46,1354
운석커피로스터스,37.4875982,126.946426,서울 관악구 양녕로 63 3층,123,600,4.77,4205
릿커피 로스터스,37.4903518,126.9263867,서울 관악구 봉천로 221-8 1층 2층,157,300,,1196
쉬즈베이글 서울대역점,37.4850467,126.955356,서울 관악구 관악로 227-1 쉬즈베이글 서울대역점,"1,049",100,4.44,4484
플로레스타229,37.4793037,126.9292664,서울 관악구 문성로 229,183,"2,000",4.35,2027
파티이머지,37.4792984,126.9587465,서울 관악구 남부순환로 1881 1층 파티이머지,7,"1,000",,612
쿠테이크쿠키,37.4862213,126.9262454,서울 관악구 관천로12길 27 쿠테이크쿠키,245,"1,000",4.67,1020
스타벅스 낙성대DT점,37.476169,126.965005,서울 관악구 남부순환로 1948,"4,815",600,4.52,607
쟝블랑제리 롯데백화점관악점,37.4905694,126.9249111,서울 관악구 봉천로 209,"1,639",100,,1738
카페인중독 신림본점,37.4879284,126.9256321,서울 관악구 봉천로6길 40,"1,042",600,4.69,1829
스타벅스 관악서울대입구R점,37.4792783,126.9526559,서울 관악구 관악로 158,"4,716",600,4.49,1692
에메트커피,37.467638,126.9316711,서울 관악구 호암로 561,74,200,4.61,11069
캐치카페 서울대,37.4800778,126.9521225,서울 관악구 관악로 165 홍빌딩 9층,,600,,1692
노란집,37.4878336,126.9165055,서울 관악구 신사로14길 19 지하 1층,22,"1,000",4.48,2272
더빈마켓,37.4856799,126.917967,서울 관악구 조원로 141,439,500,4.59,4193
카페보니또 사당점,37.4760903,126.974803,서울 관악구 남부순환로 2032 1층 카페보니또,738,400,4.4,987
달달첼베이커리,37.4796846,126.9487364,서울 관악구 청룡7길 47 1층,181,600,4.62,1529
내 사랑을 먹어주세요,37.4795608,126.9507923,서울 관악구 관악로15길 23-16 1층,214,200,4.31,10319
더은교,37.4751802,126.966256,서울 관악구 인헌2길 11 1층,314,"3,000",4.55,1096
십장생베이커리,37.4782049,126.9535897,서울 관악구 관악로6길 94 1층 101호,426,"1,000",4.64,1354
브룩사이드 커피,37.4884208,126.9158955,"서울 관악구 신사로 126 신성빌딩 1층, 브룩사이드커피",30,100,,2272
스마일꽈배기,37.481305,126.9454225,서울 관악구 청룡2길 19 2호선 봉천역1번출구 직진해서 오른쪽 두번째 골목으로 들어오시면K마트.K마트좌회전 30메터 오른쪽에 있습니다.,102,100,4.54,1559
커피빈 낙성대역점,37.4781356,126.9614795,"서울 관악구 남부순환로 1909 1,2층",638,100,4.43,694
할리스 서울대사거리점,37.480544,126.952861,서울 관악구 관악로 172,423,200,4.37,1882
TAG GO COFFEE,37.4875437,126.9355879,서울 관악구 봉천로23길 25,51,300,4.79,608
오케이크 서울대입구역점,37.4837251,126.9542762,서울 관악구 관악로 209-2,528,400,4.46,7055
별별카롱,37.4782441,126.9147469,서울 관악구 난곡로51길 8,225,300,4.82,745
베어문,37.4689788,126.9343663,서울 관악구 호암로22길 29,198,900,,5631
할리스 신림고시촌점,37.4714107,126.9336567,서울 관악구 호암로 605,485,100,4.43,1773
크레이저커피 사당역점,37.4754708,126.9804055,서울 관악구 남현3길 71 열린빌딩 2층,375,200,4.52,2806
스타벅스 서울대역점,37.481599,126.9522,서울 관악구 남부순환로 1817,"5,109",500,4.48,2206
whale in coffee,37.4734398,126.9668396,"서울 관악구 인헌길 45 제1,2층 가호",76,400,4.61,1114
Something Get,37.4843677,126.9340086,서울 관악구 남부순환로190길 6,44,400,4.44,1102
소보로,37.4751472,126.9150445,서울 관악구 문성로16가길 47,290,300,4.61,371
갤러리카페 휴,37.483365,126.914577,서울 관악구 난곡로66가길 17 201호,107,~100,,724
서라당,37.4759737,126.9152841,서울 관악구 난곡로43길 12,260,"2,000",,371
에버그릭 본점,37.4847593,126.9373341,서울 관악구 남부순환로 1677-6 1층,247,200,,1809
구동커피,37.4688434,126.9362152,서울 관악구 신림로17길 42,143,400,4.87,613
바빈스커피 관악구청점,37.4789194,126.9490176,서울 관악구 쑥고개로 114,93,~100,,7780
크리스피크림도넛 서울대입구역점,37.4828864,126.9542469,서울 관악구 관악로 202,"2,102",200,4.47,3526
카페미뇽 샤로수점,37.4782639,126.9566497,서울 관악구 관악로14길 76,864,600,,1246
카페 마디,37.4789087,126.9456757,서울 관악구 청룡10길 2 1층 cafe madi,37,100,,1919
할리스 낙성대역점,37.4771144,126.9626667,서울 관악구 남부순환로 1922 청동빌딩,865,100,4.48,694
제이올린,37.4802024,126.958915,서울 관악구 행운길 23-19 102호,64,300,,612
네모네모,37.473869,126.9605817,서울 관악구 낙성대로3길 33-14 1층,136,"1,000",4.7,4162
쥬오베이커리,37.474029,126.9205367,서울 관악구 법원단지길 53,163,700,4.93,364
크리스피크림도넛 사당점,37.475189,126.981389,서울 관악구 과천대로 947 사당타워,"1,865",200,4.45,1053
그릿커피랩,37.4793011,126.9476994,서울 관악구 쑥고개로 99 1층 그릿커피랩,200,500,4.35,7780
카페 드 플로르,37.4819174,126.9192275,서울 관악구 남부순환로152길 17 2층,174,600,4.82,1082
도노텀블 보라매점,37.4909798,126.926328,서울 관악구 보라매로 15-8 1층,550,600,4.33,1179
빙동댕,37.4875928,126.9313977,서울 관악구 봉천로 274 1층 빙동댕카페,9,~100,,1179
디저트39 서울대입구역점,37.4791376,126.955963,서울 관악구 봉천로 524,135,300,4.37,1310
차밍디쉬,37.4806611,126.9552889,서울 관악구 남부순환로 1845 더 헤르미온 오피스텔 1층,54,~100,4.55,1690
그릿커피랩 신림점,37.4867657,126.9250215,서울 관악구 신림동길 33 1층,78,~100,4.6,2537
엔제리너스 신림역점,37.4838929,126.9294125,서울 관악구 남부순환로 1612,"1,876",100,4.33,4106
자상한시간,37.4848582,126.9516194,서울 관악구 중앙길 59 1층,44,700,4.55,2270
할리스 신림사거리점,37.4844073,126.9283171,서울 관악구 남부순환로 1599-3,933,100,4.34,6129
MOiM 스터디룸 사당점,37.4753722,126.9808711,서울 관악구 남현3길 78 6F,421,300,4.59,2806
비찰,37.4802546,126.9281013,서울 관악구 신원로 10 남영빌딩 2층,39,~100,,4136
달렘,37.4871948,126.9480359,서울 관악구 은천로23길 10 1층,88,100,4.72,2360
스타벅스 신림점,37.4860949,126.9291602,서울 관악구 신림로 355-1,"3,231",200,4.48,747
엔제리너스 구로디지털역점,37.4839,126.902707,서울 관악구 시흥대로 572 조원병원,"1,849",100,4.35,1768
카페에이치,37.488978,126.9255424,서울 관악구 봉천로6길 17,134,800,4.49,1036
베이커리로컬 난곡점,37.4721494,126.9196492,"서울 관악구 난곡로 192 1, 2층",390,100,4.38,239
밸런스 베이커리,37.4883994,126.9256724,서울 관악구 봉천로6길 29,75,100,,1853
놀러와플,37.4877319,126.9257421,서울 관악구 봉천로6길 46,54,~100,3.38,1829
컴포즈커피 신림대학점,37.469528,126.9348552,서울 관악구 호암로24길 32,762,~100,4.41,1268
지오북카페,37.4784336,126.9528228,서울 관악구 관악로12길 3-6 성효빌딩,23,300,4.23,1354
일이사당,37.4748637,126.9771674,서울 관악구 남현3길 7 1층,58,300,,9344
카페 마마떼,37.4692173,126.9357418,서울 관악구 대학6길 36 1층 및 지하,51,100,4.58,581
카롱시대,37.4787424,126.9568845,서울 관악구 봉천로 532,64,400,4.59,1457
카페드발렌느,37.4858556,126.9280156,서울 관악구 신림로67길 23 1층 102호,31,700,4.75,785
모쿠816,37.4807193,126.9463977,서울 관악구 청룡5길 3 네오빌 1층,273,300,4.13,2141
커피어반,37.4793608,126.9585757,"서울 관악구 남부순환로 1879 남경빌딩 1,2층",261,300,,612
커스텀커피 봉천e편한세상점,37.4788886,126.94181,서울 관악구 참숯1길 14 101호 커스텀커피 봉천e편한세상점,65,~100,,3974
할리스 난곡사거리점,37.4823658,126.9162175,서울 관악구 남부순환로 1489,541,100,4.44,688
카페요와,37.480468,126.9487337,서울 관악구 남부순환로216길 24,66,500,4.73,1529
카페 이비자,37.4837399,126.9380247,서울 관악구 남부순환로 1690 동신빌딩 2층,230,400,4.64,3187
더벤티 신림녹두거리점,37.4691582,126.9378142,서울 관악구 대학길 35,193,~100,4.6,790
카페베네 사당역점,37.4761709,126.980686,서울 관악구 남부순환로 2082-29,500,100,4.31,1053
봉싯봉싯,37.4802504,126.9046581,서울 관악구 남부순환로 1385 1층,56,200,4.59,1667
카페 에이프,37.4881608,126.940871,서울 관악구 국회단지길 52 나무그늘까사 1층,55,100,4.54,2162
스타벅스 봉천역점,37.4820375,126.9422877,서울 관악구 남부순환로 1730,563,~100,,3120
보스커피앤브런치,37.483635,126.9435755,서울 관악구 봉천로33길 7 1층 보스커피앤브런치 본점,192,200,4.47,5088
쥬씨 신림역점,37.4837082,126.9295054,서울 관악구 신림로 329,738,~100,4.42,4106
히포커피 서울대점,37.4692497,126.9367996,서울 관악구 호암로24길 66,195,200,4.51,705
Cha스텔라,37.4687811,126.934295,서울 관악구 호암로22길 28 지하1층 Cha스텔라,235,300,4.55,5631
플라워카페피움,37.4842351,126.9368463,서울 관악구 남부순환로 1678 1층 카페피움,7,~100,,1917
스타벅스 사당점,37.4761178,126.9810412,서울 관악구 남부순환로 2082-25,"3,896",500,4.42,1053
레인드랍커피 신림본점,37.4830464,126.9296683,서울 관악구 신림로 323 1층 레인드랍커피,934,100,4.83,4681
배스킨라빈스 신림점,37.4821379,126.929623,서울 관악구 신림로 311,"4,042",100,4.47,3095
파리바게뜨 난곡사거리점,37.4821249,126.9147545,서울 관악구 난곡로 316 1층,"1,851",~100,4.37,692
베이커리 슈크림,37.4860957,126.9427324,서울 관악구 은천로 66 1층,72,300,4.57,2856
디저트상점,37.4707468,126.9340655,서울 관악구 호암로26가길 2 1층,143,100,4.8,779
투썸플레이스 낙성대역점,37.476956,126.9630819,서울 관악구 남부순환로 1926 경동제약빌딩,868,100,4.25,694
배스킨라빈스 사당역1호,37.4753947,126.9813442,서울 관악구 과천대로 949,"1,860",100,4.42,1053
토마화실,37.4731697,126.9374584,서울 관악구 복은4길 50 1층,34,~100,,436
피그말리온,37.4818121,126.9296538,서울 관악구 신원로 40-9 3층 피그말리온,7,100,,3095
리스팬케이크,37.4781439,126.9537642,서울 관악구 관악로12길 23 1층 리스팬케이크,22,100,,1354
뚜레쥬르 신림사거리점,37.4846727,126.9306949,서울 관악구 남부순환로 1619-1,"2,089",~100,4.46,970
케익클로버,37.4794934,126.9457615,서울 관악구 쑥고개로 83 2F,16,100,5.0,4062
샐러리아 신림점,37.4862606,126.9262563,서울 관악구 관천로12길 27 1층 103호 샐러리아,55,100,4.5,1020
베이크잇업,37.4784853,126.9568902,서울 관악구 남부순환로234길 22 1층 베이크잇업,22,~100,,1457
라이크베이크샵,37.4749487,126.9194103,서울 관악구 법원단지5나길 2,120,200,4.82,471
카페 버터럼,37.486526,126.9580134,서울 관악구 관악로30길 9 2층 카페버터럼,219,500,4.45,2970
히포커피 대학동점,37.4719015,126.9387535,서울 관악구 신림로12길 25 1층,56,~100,4.53,420
사계절디저트,37.4861622,126.9472995,서울 관악구 양녕로 46 메카플러스빌딩 1층 101/102호 (상가내부),90,300,,2617
아구아프리아,37.4865646,126.9148011,서울 관악구 난곡로76길 21 1층 101호 카페 아구아프리아,25,400,4.7,3531
바나프레소 낙성대역점,37.4764345,126.9645801,서울 관악구 남부순환로 1942,,~100,,607
스타벅스 낙성대역점,37.4777783,126.9610995,서울 관악구 남부순환로 1908,"3,049",300,4.5,607
cafe in,37.4849768,126.9563113,"서울 관악구 관악로 234 , 3층",11,~100,,3759
탐앤탐스 신대방역점,37.4856091,126.9139919,서울 관악구 난곡로 356,729,~100,4.41,1273
배스킨라빈스 낙성대역,37.4778035,126.9623702,서울 관악구 남부순환로 1917 1층,"2,473",100,4.38,694
세미온,37.4685992,126.9372675,서울 관악구 호암로22길 81,38,200,4.62,705
츄러스1500 봉천점,37.483646,126.9430177,서울 관악구 봉천로 391 1층,392,100,,5088
NIPPY COFFEE,37.4810588,126.9441804,서울 관악구 청룡4길 36 1층,147,"1,000",4.75,667
두냉심열,37.4742658,126.9667213,서울 관악구 인헌길 30 1층,637,600,4.74,1452
파인데이케이크,37.487302,126.9164401,서울 관악구 신사로14길 30 1층,1,100,,4353
슬리핑피쉬,37.4774236,126.9562571,서울 관악구 관악로12길 72 1층,37,500,4.79,1884
거북이 카페,37.4874984,126.9278603,서울 관악구 신림동길 8,26,~100,4.5,898
스컬피,37.4790969,126.9634774,서울 관악구 솔밭로4길 7-13 1층 스컬피,28,~100,,694
땡스어라떼,37.4857936,126.9196858,서울 관악구 조원로 158 2층,11,~100,,2479
플루브아,37.4798187,126.9545815,서울 관악구 관악로16길 36 3층,10,~100,,1738
소디스 쑥고개점,37.4777007,126.9455272,서울 관악구 청룡12길 1 1층 204호,110,400,4.87,4659
콜링아트센터 공연카페,37.4777442,126.9584113,서울 관악구 관악로14길 110 B1,60,300,4.77,1645
1441카페로스터스,37.4883402,126.9586454,서울 관악구 청림길 5 1441카페로스터스,123,100,4.6,1942
카페 코네코,37.483168,126.9202903,서울 관악구 남부순환로 1527 101호,22,~100,,4402
라빈느,37.4682341,126.9364159,서울 관악구 신림로17길 57,41,400,4.77,1268
유어마이슈가,37.4865138,126.9578723,서울 관악구 관악로30길 7 1층 102호,89,200,4.96,2970
자연색,37.4702003,126.9368304,서울 관악구 호암로26길 58 1층,59,400,4.76,287
파리바게뜨 서울대녹두점,37.4698556,126.9381553,서울 관악구 대학길 17 (신림동) 1층,"1,157",~100,4.42,581
이태원싸롱,37.49052,126.9291504,서울 관악구 당곡길 28 1층,157,~100,4.65,1568
카페이루,37.4758289,126.9782851,서울 관악구 남부순환로272길 18 1층 로스팅 카페,300,600,4.34,4165
투썸플레이스 서울대역중앙점,37.481982,126.952076,서울 관악구 봉천로 472 코업레지던스,985,100,4.44,2206
아마스빈 녹두거리점,37.4690091,126.933928,서울 관악구 호암로22길 21,306,100,4.55,806
공차 타임스트림점,37.4837706,126.930163,서울 관악구 신림로 330 지하1층,"2,235",~100,4.46,3380
도쿄빙수 건대점,37.5429591,127.0701141,서울 광진구 아차산로31길 45,488,"3,000",4.38,1946
daughter,37.542688,127.0701767,서울 광진구 아차산로31길 40,592,"12,000",4.49,2271
시그니처 브런치카페,37.5425711,127.071004,서울 광진구 아차산로33길 52 시그니처카페,154,"2,000",,1309
에스프레소바 투또톤토,37.5420064,127.0714182,서울 광진구 능동로 125 1층 투또톤토,324,"1,000",,1309
보난자커피 군자점,37.5516413,127.0762037,서울 광진구 능동로 239-1 B동 1층 보난자 커피,234,"12,000",,513
모츠커피,37.5446685,127.0704626,서울 광진구 군자로3길 14 1층,273,"12,000",4.65,2002
옥루몽 어린이대공원점,37.5470107,127.0736675,서울 광진구 능동로 183,510,"1,000",4.37,2975
Hello Transurfer,37.5569437,127.0817508,서울 광진구 능동로38길 38 1층 101호,191,"3,000",4.8,749
카페 그자체 베이커리,37.5445646,127.0692499,서울 광진구 능동로13길 65 2층,936,"9,000",4.59,15528
아오스요거트,37.5444263,127.0725339,서울 광진구 능동로 153,937,"10,000",4.51,1309
비에이치테이블,37.5379062,127.0808213,서울 광진구 아차산로45길 16 1층,299,"9,000",4.54,1038
밀피,37.5413508,127.0707418,서울 광진구 동일로22길 117-15,546,"2,000",4.43,7530
체리커피,37.5551555,127.0787247,서울 광진구 능동로 284,438,"6,000",4.54,841
카페 아르무아,37.5417689,127.0709379,서울 광진구 동일로22길 117-27,718,"13,000",4.44,7530
푸쉬커피,37.5523337,127.0912901,서울 광진구 자양로45길 24-3 푸쉬커피 (최우측집),240,"5,000",4.83,493
릴리베이커리,37.5430274,127.0707631,서울 광진구 능동로13길 21 1층 릴리베이커리,"1,530","9,000",4.49,2271
캐치볼클럽,37.5475623,127.0701737,서울 광진구 동일로30길 51 지하1층,376,"5,000",,3306
르뱅포레,37.5497501,127.10795,서울 광진구 아차산로 639 1층,636,900,,680
그리네,37.5410008,127.0706073,서울 광진구 동일로22길 117-7 1~2층 그리네,209,"3,000",4.55,7530
지속,37.5411188,127.0647921,서울 광진구 동일로20길 20 1층 지속,218,"5,000",4.61,1391
랑데자뷰 건대점,37.5413184,127.0692118,서울 광진구 아차산로31길 3 랑데자뷰 건대,502,"3,000",4.37,4733
피오디디,37.5470923,127.1076563,서울 광진구 아차산로76길 28 1층~3층,32,200,,743
그랜드 워커힐 서울 르 파사쥬,37.5551492,127.110598,서울 광진구 워커힐로 177 그랜드 워커힐 서울 1층,496,900,4.57,161
타르타르 롯데백화점건대스타시티점,37.5390755,127.0711596,서울 광진구 능동로 92 롯데백화점 스타시티점 지하 1층,107,100,4.37,4938
메종드타르트,37.555804,127.0907948,서울 광진구 자양로53길 69,462,"10,000",4.61,332
뚝방길 홍차가게,37.5299885,127.0738683,서울 광진구 자양강변길 277 1층,414,"18,000",4.59,848
프라이빗 플레이스,37.5548448,127.0784978,서울 광진구 능동로 280 1층 Private Place,81,400,,841
안다미로 팬케이크,37.5418085,127.0667631,서울 광진구 아차산로25길 8 2층 안다미로 팬케이크,275,"4,000",4.57,1485
8빵,37.5544234,127.0813691,서울 광진구 능동로32길 51 1층,287,"3,000",4.63,821
카페롱,37.547889,127.0700294,서울 광진구 광나루로 360 1층 카페롱,277,500,4.46,3306
솔티드,37.5552942,127.0791135,서울 광진구 능동로32길 5 1층,175,"4,000",4.77,975
해피니스디저트,37.5393285,127.067282,서울 광진구 아차산로30길 31 Happiness Dessert 妖开心甜品,862,"3,000",4.42,15602
그리네 본점,37.5541975,127.0746711,서울 광진구 군자로 139 그리네,387,"3,000",4.38,9880
환원당,37.5452917,127.0735129,서울 광진구 능동로 166,830,900,,1309
안다즈커피,37.5502738,127.089638,서울 광진구 천호대로132길 10,968,"6,000",4.47,444
고망고 건대점,37.5403915,127.0676752,서울 광진구 아차산로30길 8 1층,"1,291","2,000",4.48,5678
스미다,37.5576069,127.0812341,서울 광진구 천호대로109길 18 1층,118,"2,000",4.74,747
카페 오알피하우스,37.5438788,127.070127,서울 광진구 능동로13길 44 2층,40,"4,000",4.6,14408
37.5 광진점,37.5472524,127.1076612,서울 광진구 아차산로76가길 5 1층,"1,537","1,000",4.66,743
크림베이글,37.5468385,127.1075206,서울 광진구 아차산로76길 34 1층,277,600,,743
로프커피,37.558288,127.0734201,서울 광진구 동일로 304 1층 로프커피,134,"2,000",4.72,705
커피홍당무,37.5599258,127.087047,서울 광진구 긴고랑로31길 5,221,"1,000",4.54,826
수완카페앤베이커리,37.5389217,127.0670333,서울 광진구 아차산로30길 39 1층 SuWan Cafe&Bakery,441,800,,15602
slof,37.5613187,127.0808753,서울 광진구 능동로43길 12 1층 슬로프,96,"2,000",,1371
열매제과점,37.5436402,127.0669685,서울 광진구 동일로24길 31,284,"12,000",4.7,15174
ffanci,37.5673229,127.0779111,서울 광진구 동일로 411 1층,120,900,4.7,1696
최가커피,37.5430124,127.0706119,서울 광진구 능동로13길 23,873,"7,000",4.51,2271
은비스브레드 건국대,37.5373322,127.0690617,서울 광진구 능동로 69 자양호반써밋 상가동 118호 은비스브레드,87,800,,9753
빛의라운지,37.555169,127.1107738,서울 광진구 워커힐로 177 워커힐호텔 지하1층,251,200,,161
흐릇,37.5450317,127.0710768,서울 광진구 군자로 19 1층,99,"2,000",4.75,9709
르빵프레,37.5659474,127.083667,서울 광진구 긴고랑로13길 82 1층 르빵프레,"1,163","3,000",4.45,514
RADIANT,37.5570822,127.0821331,서울 광진구 능동로38길 41,320,"3,000",4.48,747
그래그릭,37.5585097,127.0804028,서울 광진구 능동로 324-1 104호,105,600,,902
오후의빵집,37.5333516,127.0921806,서울 광진구 강변역로4길 56 광진해모로리버뷰상가 1층 5호,289,"2,000",4.67,16244
엠케이갤러리스튜디오,37.5469388,127.0701134,서울 광진구 군자로 41,91,700,4.83,3301
카페드라이,37.5407123,127.0671145,서울 광진구 아차산로 216-12,264,"3,000",4.51,5678
커피마켓,37.5428417,127.07115,서울 광진구 아차산로33길 60,794,"2,000",4.32,1309
케익다방 건대점,37.5402018,127.0681461,서울 광진구 동일로20길 83 201호,234,"2,000",4.55,1605
모지니,37.5451202,127.0696764,서울 광진구 군자로5길 22 1층,125,"1,000",4.52,2002
투썸플레이스 건대스타시티,37.5387,127.0709169,서울 광진구 능동로 90 더클래식500 1층,"1,617",100,4.4,4938
모트 (MOTT),37.5404226,127.0889932,서울 광진구 자양로26길 93 1층,68,600,,5010
핀커피,37.5381547,127.0886901,서울 광진구 아차산로 413-6,116,"2,000",,1851
헤르츠커피로스팅,37.5593217,127.0809013,서울 광진구 능동로 334,278,"3,000",4.58,902
카페드노보,37.5481751,127.1090927,서울 광진구 아차산로78길 157 1층,600,"3,000",4.44,2324
카페 에이딥,37.5531847,127.0899694,서울 광진구 자양로43길 57 1층 3호,32,100,,333
해피베어데이 롯데백화점 건대스타시티점,37.5390734,127.0711481,서울 광진구 능동로 92,110,100,,4938
오페뜨 건대점,37.5410179,127.0708641,서울 광진구 능동로 111 2층,707,"3,000",,1309
북카페세모,37.5419301,127.0697655,"서울 광진구 아차산로31길 20 2층, 3층",653,"3,000",4.76,7530
설빙 세종대점,37.5475467,127.0721694,서울 광진구 광나루로 382 2층,"1,255",100,4.5,2975
설빙 건대지점,37.5409116,127.0685486,서울 광진구 아차산로 225 2층,"2,936",600,4.29,7060
비밀 베이커리 군자점,37.5539187,127.0779949,서울 광진구 능동로 268 101호 비밀 베이커리,183,500,,900
블루샥 군자역점,37.5572728,127.0784859,서울 광진구 천호대로 544 1층 101호 블루샥 군자역점,495,400,,898
롤링핀 아차산역점,37.5508258,127.0898945,서울 광진구 천호대로 674,"2,467",600,4.29,423
이퀼리브리엄 커피,37.5404536,127.0678363,서울 광진구 아차산로30길 7 3층,251,"3,000",4.44,1605
꿈꾸다917,37.541792,127.0694931,서울 광진구 아차산로31길 15,180,700,4.44,4733
냥토피아 카페앤샵,37.5440453,127.0722355,서울 광진구 능동로 147-1 3층 냥토피아 카페앤샵,"1,371","2,000",4.74,1309
프라젠 스타카페,37.5309805,127.0842251,서울 광진구 자양로5길 33 프라젠스타카페,173,900,4.38,1566
커스텀커피 건대점,37.5379137,127.0693099,서울 광진구 능동로 69 자양호반써밋 1층,25,100,,4923
그랜드 워커힐 서울 더파빌리온,37.5551135,127.1106661,서울 광진구 워커힐로 177 그랜드 워커힐 서울 1층 로비,"3,749","1,000",4.32,161
스타벅스 구의역점,37.536947,127.0840615,서울 광진구 아차산로 373,"3,758",200,4.46,1127
어나더쏭,37.5537638,127.0773577,서울 광진구 능동로 265,24,200,,3070
레브,37.5450416,127.0721816,서울 광진구 능동로15길 11 1층,77,800,,1309
탐앤탐스 블랙그레이트점,37.5378522,127.0896896,서울 광진구 아차산로 426,"1,642",700,4.36,2085
그릭데이 건대점,37.5438842,127.0700989,서울 광진구 능동로13길 44 1층 그릭데이,407,800,4.57,14408
카페 황금십원빵 본점 스타시티,37.5385327,127.0727173,"서울 광진구 아차산로 272 더샵스타시티 F108-1, 2호",594,200,4.8,4938
짐스하이드어웨이,37.5552904,127.0769936,서울 광진구 군자로 162 1층,32,300,,865
보라젤라또,37.5431467,127.0683773,서울 광진구 동일로24길 59 1층,184,"1,000",4.85,3513
바나나토크,37.551283,127.076132,서울 광진구 능동로 237,682,"2,000",,513
스위트레코드,37.5453485,127.0665876,서울 광진구 아차산로21길 77 1층 스위트레코드,175,"2,000",4.72,6682
팬더스윗 건대점,37.5414444,127.0707849,"서울 광진구 동일로22길 117-17 1, 2층",216,"1,000",4.46,7530
화양과자,37.5444521,127.0691929,서울 광진구 동일로26길 62,223,"1,000",4.63,15528
쏭카롱,37.5559884,127.0849889,"서울 광진구 용마산로1길 66 (중곡동, 영진빌딩)",33,100,,765
라그랑우스,37.5378359,127.0811279,서울 광진구 아차산로 345 101동 102호,272,"2,000",4.48,1204
배스킨라빈스 건대스타시티,37.5385627,127.0730552,서울 광진구 아차산로 272 더샵스타시티 판매영업동,"1,867",~100,4.42,4938
카페러슬,37.5486423,127.0855577,서울 광진구 자양로37길 63 3층,592,"7,000",4.54,3073
CAFEHO2,37.5401508,127.0678733,서울 광진구 동일로20길 80,266,"3,000",4.46,5678
카페밍글링,37.5578526,127.076312,서울 광진구 동일로60길 41-13 1층 카페밍글링,102,300,4.38,782
감성커피 군자역점,37.5554479,127.0788145,서울 광진구 능동로 288 1층,131,~100,,975
소마드로잉카페 건대점,37.5426998,127.0691348,서울 광진구 아차산로29길 44 2층,186,600,4.84,4722
MouseRabbit,37.5420322,127.0709087,서울 광진구 능동로11길 10,311,"4,000",4.37,1309
소낙,37.5309714,127.0734893,서울 광진구 자양번영로1길 24 1층,51,200,,1207
단지커피,37.5539926,127.0742441,서울 광진구 군자로 133-1 1층 102호,581,600,4.94,9880
메종드쁘띠푸르 커먼그라운드점,37.5410566,127.0656692,서울 광진구 아차산로 200 메종드쁘띠푸르,678,"1,000",4.35,1097
아이오쓰리 건대점,37.5406453,127.0663142,서울 광진구 동일로20길 50 1층 101호,51,100,,1561
탐앤탐스 탐스커버리 건대점,37.5399804,127.0693304,서울 광진구 아차산로 236,"2,351",600,4.36,1605
두둥실 Coffee & dessert,37.5529686,127.0932343,서울 광진구 자양로 310 동인글로리 101호 카페 두둥실,20,~100,4.05,190
스타벅스 광나루점,37.5474224,127.1060469,서울 광진구 아차산로 607,"2,356",300,4.45,680
카페 26,37.5468732,127.0716567,서울 광진구 능동로17길 34 2F 카페26,137,"1,000",4.66,2975
너티,37.5571633,127.0775444,서울 광진구 능동로35길 28-1 1층 너티카페,92,400,4.57,898
리버커피,37.5507093,127.1103315,서울 광진구 아차산로78길 90 (광장동112) 리버커피,198,500,,1601
에딕티 건대점,37.5426937,127.0689094,서울 광진구 아차산로29길 41 1층,96,"1,000",,4722
테이블스 워커힐 광장점,37.547848,127.1065711,서울 광진구 아차산로 613 1층,262,300,,680
설빙 군자역점,37.5576232,127.0773748,서울 광진구 천호대로 534 2층,776,~100,,898
트리안 건대점,37.541218,127.0683043,서울 광진구 아차산로29길 8 1층 104호,344,900,4.45,7060
애드앤드,37.5452996,127.0774377,서울 광진구 광나루로26길 28 1층,171,"4,000",4.75,991
카페22,37.543284,127.0704744,서울 광진구 아차산로31길 54,148,"1,000",4.34,2271
제이제이카페,37.5378649,127.0851702,서울 광진구 자양로18길 31 1층 JJ카페,286,~100,4.34,1155
커피 바인더리,37.5322134,127.0852897,서울 광진구 자양로 49 1층 커피바인더리,93,800,4.47,519
무무요거트,37.5383999,127.0795333,서울 광진구 자양로19길 74 102호,128,"1,000",4.74,2127
카페704호,37.5385804,127.0774919,서울 광진구 아차산로41길 44 서경빌딩 1층,126,"1,000",4.71,1309
